Transaction_ID,Transaction_Date,Customer_ID,Gender,Age,City,Product_ID,Product_Name,Category,Brand,Quantity,Unit_Price_VND,Revenue,Source_Currency,Rating,Customer_Review,Original_Price,Discount_Price,Original_Price_VND,Discount_Price_VND,avg_rating,reviews_count,rating_average,review_count,quantity_sold,availability,is_for_sale,description,product_type,category_2,category_3,manufacturer,current_seller,fulfillment_type,date_created,number_of_images,favourite_count,has_video,Source
T000893,2026-03-01 11:17:48,C00306,Male,24,Hà Nội,159035742,Balo nam nữ đi học | Cặp học sinh Degrey hộp Basic Backpack 2022,Root,OEM,1,349000,349000,VND,3,"Trải nghiệm của người dùng ở mức trung bình, có thể chấp nhận được.",349000,349000,349000.0,349000.0,,,0.0,0.0,0.0,,,"       Sản phẩm có kích thước 43 x 30 x 14 cm   Chất liệu 100% polyester   Màu sắc: Đen   Phong cách: Unisex, streetstyle   Đối tượng sử dụng: Nam và nữ   Xuất xứ: Việt Nam   ---------------...",,,,,DinoBags Factory,dropship,602.0,5.0,0.0,False,Tiki
T000894,2025-10-15 04:21:30,C00689,Male,48,Cần Thơ,55578802,Trùm vali Bao hình lí nhựa trong suốt 20 - 24 -28 inch F4,Phụ kiện vali,OEM,1,49500,49500,VND,1,Chất lượng sản phẩm không đáp ứng kỳ vọng và trải nghiệm tiêu cực.,55350,49500,55350.0,49500.0,,,4.5,46.0,269.0,,,"sản phẩm : luôn còn hàngNhựa Bọc trùm Vali Size 20-24-28 inch Nhựa Bọc trùm Vali - Bọc vali size 20 -24 -28 được làm từ chất liệu nhựa dai dẻo cao cấp, dày dặn và chắc chắn giúp bạn bọc những chiếc v...",,,,,Shalla,dropship,1202.0,1.0,0.0,False,Tiki
T000895,2025-12-10 07:50:10,C00389,Male,61,Hà Nội,262974908,[Lập Trình Nhúng A-Z][117] Bàn Phím Ma Trận Keypad 4*4/1*4/3*4/4*5,Phụ kiện du lịch khác,OEM,1,13000,13000,VND,3,"Sản phẩm đáp ứng nhu cầu cơ bản, nhưng chưa tạo được ấn tượng đáng kể.",13000,13000,13000.0,13000.0,,,0.0,0.0,0.0,,, THÔNG SỐ KỸ THUẬT:️ Bàn Phím Ma Trận 3x4 or 4x4***  CẢM ƠN TẤT CẢ MỌI NGƯỜI ĐÃ TIN TƯỞNG VÀ MUA HÀNG TẠI LẬP TRÌNH NHÚNG A-Z  *** Ship: Shop sẽ bọc hàng hết sức cẩn thận để người nhận an tâm trong q...,,,,,Lập Trình Nhúng AZ,dropship,93.0,5.0,0.0,False,Tiki
T000896,2026-08-10 11:06:30,C00630,Male,18,Huế,141473998,Ba lô laptop Unisex chống thấm phối da thời trang KDR-BL049 KODOROS,Root,OEM,2,131000,262000,VND,1,Trải nghiệm với sản phẩm rất tồi tệ và tôi không hài lòng với kết quả.,131000,131000,131000.0,131000.0,,,0.0,0.0,0.0,,,"       THÔNG TIN SHOP   GIỚI THIỆU SẢN PHẨM:   Nếu không trang bị cho mình một sản phẩm balo chất lượng, có cấu trúc tốt, độ bền bỉ cao thì làm sao bạn có thể tự tin để mang theo trong suốt hành...",,,,,KODOROS BAG,dropship,662.0,10.0,0.0,False,Tiki
T000897,2026-03-03 04:01:17,C00257,Male,49,Hà Nội,325083995,Charles Bentley 1.7L Kettle & 4 Slice Toaster Set Cream & Chrome Fast Boil,Marketplace,Charles Bentley,2,2954082,5908164,GBP,2,"Với trải nghiệm này, sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.",84.99,84.99,2954082.0,2954082.0,\N,\N,,,,in_stock,True,"This stylish kitchen set, featuring a kettle and toaster in cream and chrome, seamlessly combines functionality with elegance. The kettle ensures a quick boil time for your morning beverage, while the toaster allows for precise browning control, ensuring your bread is toasted to perfection. Both items are designed for ease of use, with features like easy-clean elements, automatic shut-off for the kettle, and a defrost function for the toaster. The stainless steel construction promises longevity, and the thoughtful design details like the soft touch handle on the kettle and the concealed crumb trays on the toaster make daily use a pleasure. Whether you're updating your kitchen appliances or setting up a new home, this kettle and toaster set is a perfect choice, offering both the performance you need and the style you desire.",SingleProduct,Cook & Dine,Small Kitchen Appliances,\N,,,,,,,Tesco
T000898,2026-02-19 06:11:13,C00858,Male,21,Nha Trang,262991424,[Lập Trình Nhúng A-Z][126] Relay 5V/12V/24V 10A/250V 5 Chân,Root,OEM,4,5900,23600,VND,5,Tôi cảm thấy sản phẩm đáp ứng tốt nhu cầu và mang lại trải nghiệm tuyệt vời.,5900,5900,5900.0,5900.0,,,0.0,0.0,0.0,,,"        THÔNG SỐ KỸ THUẬT:   ️ Relay là thiết bị đóng ngắt cơ bản, được sử dụng rất nhiều trong các thiết bị điện tử   *** CẢM ƠN TẤT CẢ MỌI NGƯỜI ĐÃ TIN TƯỞNG VÀ MUA HÀNG TẠI LẬP TRÌNH NHÚNG A-...",,,,,Lập Trình Nhúng AZ,dropship,92.0,3.0,0.0,False,Tiki
T000899,2026-09-07 09:42:21,C01423,Male,41,Hải Phòng,263025443,[Lập Trình Nhúng A-Z] Tụ Hóa 16V Nhiều Loại Từ 10uF Đến 4700uF,Root,OEM,3,1000,3000,VND,2,Sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.,1000,1000,1000.0,1000.0,,,0.0,0.0,0.0,,,        THÔNG SỐ KỸ THUẬT:   ️ Tụ Hóa 16V Nhiều Loại Từ 10uF Đến 4700uF   *** CẢM ƠN TẤT CẢ MỌI NGƯỜI ĐÃ TIN TƯỞNG VÀ MUA HÀNG TẠI LẬP TRÌNH NHÚNG A-Z ***    Ship: Shop sẽ bọc hàng hết sức cẩn ...,,,,,Lập Trình Nhúng AZ,dropship,91.0,3.0,0.0,False,Tiki
T000900,2026-07-16 23:00:59,C00074,Female,50,Biên Hòa,138624639,"CẶP ĐI HỌC NAM ĐI HỌC ĐI CHƠI, CẶP HỌC SINH",Root,OEM,3,69000,207000,VND,1,Chất lượng sản phẩm không đáp ứng kỳ vọng và trải nghiệm tiêu cực.,69000,69000,69000.0,69000.0,,,2.8,4.0,14.0,,,"       Kích thước: 28cm x 38cm   Chất liệu: vải bạt   Trẻ trung, năng động, hợp thời trang   Với thiết kế tinh tế, họa tiết đơn giản nhưng không kém phần sắc sảo, balo hình dáng gọn gàng nhưng ...",,,,,DIỄM MY STORE,dropship,669.0,2.0,0.0,False,Tiki
T000901,2026-05-05 20:00:52,C01559,Male,35,Nha Trang,263027370,[Lập Trình Nhúng A-Z][G10] Bảng Mạch Đục Lỗ PCB 5*7Cm,Root,OEM,4,2000,8000,VND,5,"Theo cảm nhận của tôi, trải nghiệm với sản phẩm rất tích cực và khiến tôi hoàn toàn hài lòng.",2000,2000,2000.0,2000.0,,,0.0,0.0,0.0,,,        THÔNG SỐ KỸ THUẬT:   ️ Bảng Mạch Đục Lỗ PCB 5*7Cm   ️ Màu Nâu Và Màu Xanh   *** CẢM ƠN TẤT CẢ MỌI NGƯỜI ĐÃ TIN TƯỞNG VÀ MUA HÀNG TẠI LẬP TRÌNH NHÚNG A-Z ***    Ship: Shop sẽ bọc hàng h...,,,,,Lập Trình Nhúng AZ,dropship,91.0,5.0,0.0,False,Tiki
T000902,2026-06-18 02:44:38,C01345,Male,64,Huế,253299764,VALI NHỰA DU LỊCH HÙNG PHÁT SIZE 16. Cam kết gửi hàng đúng hãng Hùng Phát,Root,OEM,4,399000,1596000,VND,1,"Ở góc độ người dùng, tôi rất thất vọng vì sản phẩm không đáp ứng được kỳ vọng.",399000,399000,399000.0,399000.0,,,0.0,0.0,1.0,,,       + Trọng lượng: 2.7 kg.   – Dây kéo khóa mở rộng tăng thêm diện tích khoang chứa đồ.   Kích thước Size 24″ (Cao x ngang x dày): 60cm x 40cm x 26cm   Kích thước size 20’’ (Cao x ngang x dà...,,,,,TỔNG HỢP HẢI ĐĂNG,dropship,128.0,5.0,0.0,False,Tiki
T000903,2025-09-28 14:03:03,C01873,Male,38,Cần Thơ,11774545,Túi Đựng Mỹ Phẩm Đồ Du Lịch Cá Nhân Chống Nước Hộp Hoa - Màu ngẫu nhiên,Thời Trang,OEM,4,40800,163200,VND,5,Sản phẩm mang lại trải nghiệm tuyệt vời và đáp ứng đúng nhu cầu của tôi.,40800,40800,40800.0,40800.0,,,0.0,0.0,0.0,,,"Yên tâm hơn khi cất giữ mỹ phẩm và các vật dụng cá nhân cần thiết khác khi đi du lịch với Túi Đựng Mỹ Phẩm Đồ Du Lịch Cá Nhân Chống Nước Hộp Hoa.Chất liệu: vải dù, chống thấm nước. Đường may chắc ch...",,,,,Gia dụng thông minh HH,dropship,1638.0,4.0,0.0,False,Tiki
T000904,2026-08-19 17:19:16,C01427,Male,36,Vũng Tàu,132079084,Balo Mini Trơn Màu Xám,Root,OEM,5,90000,450000,VND,3,"Với trải nghiệm này, sản phẩm đáp ứng nhu cầu cơ bản nhưng chưa tạo được nhiều ấn tượng.",90000,90000,90000.0,90000.0,,,0.0,0.0,0.0,,,"       Túi xách là một phụ kiện không thể thiếu của mỗi người phụ nữ, vừa là chỗ để đựng những vật dụng cần thiết, lại vừa có thể kết hợp với trang phục làm cho bạn trở nên nổi bật hơn. Chính vì v...",,,,,Pumboo,dropship,691.0,8.0,0.0,False,Tiki
T000905,2026-08-29 00:18:54,C01321,Female,30,Hải Phòng,195482757,Balo Du Lịch Xếp Gọn Siêu Nhẹ Naturehike 22L NH17A017-B,"Balo du lịch, phượt",Naturehike,3,307000,921000,VND,4,"Theo cảm nhận của tôi, tôi hài lòng vì sản phẩm nhìn chung đáp ứng tốt mong đợi.",320000,307000,320000.0,307000.0,,,5.0,2.0,4.0,,, THÔNG SỐ SẢN PHẨM:- THƯƠNG HIỆU: Naturehike- MODEL: NH17A017-B- DUNG TÍCH: 22L- CHẤT LIỆU: nylon 30D bọc vải silicon- KÍCH THƯỚC ĐÓNG: 8cm*18cm- KÍCH THƯỚC MỞ: 26cm*20cm*42cm- TRỌNG LƯỢNG: 170 gram- ...,,,,,Đi Outdoor,dropship,388.0,8.0,0.0,False,Tiki
T000906,2026-07-15 07:51:31,C01664,Male,35,Vũng Tàu,325088539,Outsunny 4.4m Double-Sided Sun Umbrella Patio Parasol Solar Lights Khaki,Marketplace,Outsunny,4,3823032,15292128,GBP,1,"Ở góc độ người dùng, tôi rất thất vọng vì sản phẩm không đáp ứng được kỳ vọng.",109.99,109.99,3823032.0,3823032.0,\N,\N,,,,in_stock,True,"It's time for your garden to shine with this solar parasol from Outsunny. A stylish design, the sun parasol features 36 lights on the frame ribs to light up your outdoor seating when dark. The large double parasol garden creates plenty of shade, protecting you from direct sunlight. Using a crank mechanism for effortless opening and closing. If you've been searching for a new way to change your garden, then our outdoor umbrellas are the answer. Matching base: Outsunny sku 84D-089. Colour: Khaki;   Material: Steel, Polyester;   Overall Dimension: 4.4L x 2.56W x 2.4H m;   Height from Canopy to Floor: 2m;   Pole Size: 48 x 0.8T mm;   Solar Panel Dimension: 12L x 12W x 3T cm;   Solar Panel Power: 1.2W;   Solar Panel Voltage: 1.2V;   Battery Pack: 1600mAh / 1.2V;   Item Label: 84D-106CF;  Note 1: Umbrella base is excluded;  Note 2: Do not use umbrella during extreme weather (strong wind, heavy rain, snow).;  Note 3: Ensure adequate space for this large umbrella and verify that your umbrella stand hole matches the pole size.;",SingleProduct,Garden & DIY,Garden Furniture,\N,,,,,,,Tesco
T000907,2026-05-02 13:49:22,C01452,Male,34,Nha Trang,14994871,Túi bọc bảo vệ vali - Áo vỏ bọc vali H15,Thời Trang,OEM,2,250000,500000,VND,5,"Ở góc độ người dùng, trải nghiệm với sản phẩm rất tích cực và khiến tôi hoàn toàn hài lòng.",250000,250000,250000.0,250000.0,,,4.7,12.0,161.0,,,Túi bọc bảo vệ vali - Áo vỏ bọc vali H23 là phụ kiện để có thể bảo vệ cho chiếc vali yêu quý của mình tránh những vết trầy xước làm mất đi vẻ đẹp bên ngoài của vali hay giúp val...,,,,,HKT Home Shopping,dropship,1591.0,1.0,0.0,False,Tiki
T000908,2026-02-15 17:24:29,C01777,Female,26,Hải Phòng,213914433,"Túi đựng mỹ phẩm, đồ vệ sinh cá nhân gấp gọn tiện dụng cho nam nữ, Túi đựng đồ mỹ phẩm, túi đựng đồ trang điểm, túi đựng đồ cá nhân đi du lịch - chính hãng dododios",Phụ kiện du lịch khác,dododios,4,93100,372400,VND,5,Tôi cảm thấy trải nghiệm với sản phẩm là rất tích cực và khiến tôi hoàn toàn hài lòng.,98000,93100,98000.0,93100.0,,,4.8,5.0,34.0,,,"                Chi tiết:Màu sắc: Đỏ rượu, Tím, Xám, Đen, Xanh da trời, Xanh dương, Đỏ hồngChất liệu: PolyesterKích thước: Khoảng 24,5 x 13 x 7,5 cm Đặc điểm:1. V...",,,,,DoDoDios Official Store,dropship,255.0,19.0,0.0,True,Tiki
T000909,2026-03-25 05:46:24,C01866,Female,46,Vũng Tàu,179013336,Vải Bọc trùm Áo Vali vải nhựa 20 - 24 -28 inch cao cấp chống trầy bảo vệ vali ELV1,Phụ kiện vali,OEM,4,38115,152460,VND,2,"Theo cảm nhận của tôi, tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.",45045,38115,45045.0,38115.0,,,2.0,1.0,18.0,,,"  Vải Bọc trùm Vali - Bọc vali size 20 -24 -28 được làm từ chất liệu vải không dệt cao cấp, dày dặn và chắc chắn giúp bạn bọc những chiếc vali đi du lịch, đi công tác hay ngay cả khi bạn để vali tron...",,,,,Shalla,dropship,459.0,9.0,0.0,False,Tiki
T000910,2025-09-23 06:57:19,C00253,Female,46,Vũng Tàu,217318055,"Balo laptop 15.6"" Navigator :Ngăn bảo vệ laptop 15.6"" và tablet 9.7"" Tích hợp cổng sạc USB và một ngăn đặc biệt để chứa pin sạc",Balo laptop,DELSEY,4,2030000,8120000,VND,5,Sản phẩm đáp ứng rất tốt nhu cầu và mang lại trải nghiệm tuyệt vời.,2900000,2030000,2900000.0,2030000.0,,,0.0,0.0,0.0,,,"TÍNH NĂNGNgăn bảo vệ laptop 15.6"" và tablet 9.7""Tích hợp cổng sạc USB và một ngăn đặc biệt để chứa pin sạcđai gài cần đẩy valiBên ngoài có đai nén để giữ hành lý chắc chắnTổ chức nội thất ph...",,,,,House Of Luggage,seller_delivery,216.0,10.0,0.0,False,Tiki
T000911,2026-02-04 14:37:46,C00299,Male,31,Vũng Tàu,193411648,"Vali du lịch BAMOZO 8801 MÀU VÀNG size 20/24, vali kéo nhựa được bảo hành 5 năm. ",Balo và Vali,BAMOZO,5,449000,2245000,VND,4,Tôi hài lòng với sản phẩm trong tổng thể và cho thấy nó đáp ứng được kỳ vọng của mình.,689000,449000,689000.0,449000.0,,,4.3,3.0,18.0,,,Bamozo - Công ty sản xuất vali và là Thương hiệu vali của người Việt. Được khai sinh vào tháng 5 năm 2018 đến nay vali Bamozo đã cán mốc hơn 200.000 chiếc được sản xuất và bán ra thị trường.Bamozo c...,,,,,Bamozo Official,dropship,404.0,7.0,0.0,True,Tiki
T000912,2026-01-14 23:16:17,C00332,Male,19,Hải Phòng,157254368,Balo Họa Tiết Báo SAIGON SWAGGER SGS Journal Backpack-Ngăn Chống Sốc Laptop 15',Root,Saigon Swagger,4,590000,2360000,VND,1,"Nhìn chung, sản phẩm không đạt mong đợi và khiến tôi cảm thấy rất thất vọng.",590000,590000,590000.0,590000.0,,,0.0,0.0,3.0,,,"       /Balo Họa Tiết Báo SAIGON SWAGGER SGS Journal Backpack-Ngăn Chống Sốc Laptop 15inch/   Thiết kế bao gồm :   - Bên trong : 1 ngăn chính lớn, 1 ngăn trung và 1 ngăn phụ nhỏ   - 1 ngăn chốn...",,,,,Saigon Swagger,dropship,609.0,9.0,0.0,False,Tiki
T000913,2026-07-10 14:53:49,C00381,Female,37,Nha Trang,263026678,[Lập Trình Nhúng A-Z][G2] Dây Kẹp Cá Sấu 2 Đầu Tiện Lợi,Root,OEM,4,10000,40000,VND,5,Tôi rất hài lòng với chất lượng cảm nhận và trải nghiệm tổng thể.,10000,10000,10000.0,10000.0,,,0.0,0.0,0.0,,, THÔNG SỐ KỸ THUẬT:️ Đầu kẹp cá sấu 2 đầu với thiết kế dây dài 1 mét thuận tiện khi sử dụng***  CẢM ƠN TẤT CẢ MỌI NGƯỜI ĐÃ TIN TƯỞNG VÀ MUA HÀNG TẠI LẬP TRÌNH NHÚNG A-Z  *** Ship: Shop sẽ bọc hàng hế...,,,,,Lập Trình Nhúng AZ,dropship,91.0,3.0,0.0,False,Tiki
T000914,2026-02-19 10:56:20,C01944,Female,46,Vũng Tàu,151971932,Vali khóa kéo du lịch cao cấp Bảo hành chính hãng 36 Tháng,Root,OEM,3,449000,1347000,VND,2,Tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.,449000,449000,449000.0,449000.0,,,5.0,1.0,16.0,,,"       Vali khóa kéo du lịch cao cấp Bảo hành chính hãng 36 Tháng. Sản phẩm chính hãng phân phối Độc Quyền bởi TSVali. Shop chuyên cung cấp vali kéo, vali vải...với đủ size khác nhau từ 20, 24, 28...",,,,,TH VALI,dropship,628.0,10.0,0.0,False,Tiki
T000915,2026-08-18 10:42:41,C00278,Female,45,Vũng Tàu,10228865,Khóa bấm Yale YTP1/32/119/1,Ổ khóa,Yale,1,234900,234900,VND,1,"Ở góc độ người dùng, trải nghiệm với sản phẩm rất tệ và tôi hoàn toàn không hài lòng.",261000,234900,261000.0,234900.0,,,0.0,0.0,0.0,,,"Chât liệu thân khóa kẽm.Chất liệu càng: thépĐược TSA chứng nhậnKích thước :32mmSố lượng vòng quay: 3Độ rộng của còng: 19mmKhóa bấm Yale YTP1/32/119/1 là mẫu khóa có chức năng chống phá khóa, c...",,,,,MSOFTVN,dropship,1655.0,1.0,0.0,False,Tiki
T000916,2026-09-02 06:42:05,C00466,Male,49,Biên Hòa,66620008,Balo du lịch thể thao cao cấp GNC002 Tặng móc khóa nam ,Thời Trang,OEM,2,121000,242000,VND,2,"Nhìn chung, sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.",143000,121000,143000.0,121000.0,,,0.0,0.0,2.0,,,sản phẩm : (còn hàng)Chất liệu vải NILON (Polyester): Vải có tác dụng chống thấm rất tốt do được cán màng PU hoặc PVC ở mặt trong. Vải nylon thường được dùng để may riêng dòng balo phượt. Đây là chất ...,,,,,Shalla,dropship,1097.0,1.0,0.0,False,Tiki
T000917,2026-08-11 13:33:20,C00359,Male,41,Đà Lạt,325084570,"OHS Fluffy Blanket Fleece, 150x200cm - Blush Pink",Marketplace,OHS,2,625296,1250592,GBP,3,"Với trải nghiệm này, sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",17.99,17.99,625296.0,625296.0,\N,\N,,,,in_stock,True,"This shaggy fluffy fleece throw will add a touch of style and tranquillity to your bedroom. Our fluffy shaggy blanket has long smooth fibres which means it is supremely soft and warm long pile to snuggle up underneath. Skilfully crafted using a super soft fleece polyester material and finished with a soft microfibre reverse, this combination of materials creates a perfect throw for any room. This blanket throw over is extremely versatile and will surely keep you cosy and warm long pile on those cold and chilly nights. Makes an amazing gift for any occasion. Easily foldable - handy for use on your travel or camping trips for snuggling up to.",SingleProduct,Home Accessories,Throws & Blankets,\N,,,,,,,Tesco
T000918,2026-03-02 17:33:41,C01823,Female,40,Hà Nội,135389897,"Túi Chống Sốc LapTop 15,6 inch Loại Tốt",Root,OEM,1,26257,26257,VND,5,Sản phẩm đáp ứng rất tốt nhu cầu và mang lại trải nghiệm tuyệt vời.,31031,26257,31031.0,26257.0,,,3.9,10.0,82.0,,,       Chống Sốc Cho Laptop 15.6 Inch   Ngày nay; laptop được sử dụng rộng rãi như một công cụ cực kỳ hữu ích và tiện lợi trong công việc; học tập; giải trí; cập nhật tin tức. Laptop không cồng k...,,,,,Shalla,dropship,683.0,3.0,0.0,False,Tiki
T000919,2026-04-18 00:34:45,C00789,Female,42,Vũng Tàu,214163867,"Balo vải dù phượt du lịch nam nữ thời trang cao cấp, cặp học sinh đi học trung học, balo đựng laptop size 51cm BL035","Balo du lịch, phượt",OEM,4,199000,796000,VND,2,Trải nghiệm chưa tốt và sản phẩm cần cải thiện thêm để đáp ứng mong đợi.,199000,199000,199000.0,199000.0,,,0.0,0.0,1.0,,,"Balo vải dù phượt du lịch nam nữ thời trang cao cấp, cặp học sinh đi học trung học, balo đựng laptop kích thước size 51cm siêu lớn chống thấm nước, chống xước cao cấpTHÔNG TIN SẢN PHẨM:- Thiết kế hiệ...",,,,,Én bay 24h,dropship,250.0,3.0,0.0,True,Tiki
T000920,2026-07-08 07:21:03,C01912,Female,24,Cần Thơ,32215894,Vali Kéo Du Lịch TN Màu Đen Có Nắp - 20 Inch,Thời Trang,Laka,5,269000,1345000,VND,5,Tôi rất hài lòng với chất lượng sản phẩm và trải nghiệm sử dụng.,299000,269000,299000.0,269000.0,,,4.3,43.0,105.0,,,"Giới thiệu sản phẩm Vali du lịch kéo tay Laka 20 inch (Đen)  Thông tin sản phẩmChất liệu cao cấp, bền đẹpVali  được may từ chất liệu Polyester và Nylon cao cấp cho độ bền, đẹp lý tưởng và chống t...",,,,,Home Star Store,dropship,1459.0,9.0,0.0,False,Tiki
T000921,2026-07-03 07:17:08,C01249,Female,57,Hà Nội,263025898,[Lập Trình Nhúng A-Z][G13] Tua Vít Nhỏ,Root,OEM,4,1500,6000,VND,5,Sản phẩm mang lại trải nghiệm tuyệt vời và đáp ứng đúng nhu cầu của tôi.,1500,1500,1500.0,1500.0,,,0.0,0.0,0.0,,,        THÔNG SỐ KỸ THUẬT:   ️ Tua Vít Nhỏ   *** CẢM ƠN TẤT CẢ MỌI NGƯỜI ĐÃ TIN TƯỞNG VÀ MUA HÀNG TẠI LẬP TRÌNH NHÚNG A-Z ***    Ship: Shop sẽ bọc hàng hết sức cẩn thận để người nhận an tâm tro...,,,,,Lập Trình Nhúng AZ,dropship,91.0,3.0,0.0,False,Tiki
T000922,2026-04-21 02:19:19,C00591,Male,27,Đà Nẵng,115941787,"Cặp học sinh, balo thời trang đi học nhiều ngăn để đồ, chất chống thấm, họa tiết cá tính cho cả nam và nữ",Balo nam,OEM,3,229000,687000,VND,3,"Với trải nghiệm này, sản phẩm đáp ứng nhu cầu cơ bản nhưng chưa tạo được nhiều ấn tượng.",229000,229000,229000.0,229000.0,,,0.0,0.0,0.0,,,"–Balođược làm từ chất liệuvải polyester, trọng lượng 750g đảm bảo sự chắc chắn của balo.– Kích thước balo cao 49, rộng 32 và dày 18 cm, balo có thể đựng được rất nhiều đồ dùng, vật dụng như quần áo, ...",,,,,Linda House,dropship,774.0,7.0,0.0,True,Tiki
T000923,2026-07-28 15:18:42,C00244,Male,60,Đà Nẵng,253299914,VALI VẢI LOẠI CAO CẤP HÙNG PHÁT,Root,OEM,1,595000,595000,VND,5,Tôi rất hài lòng với chất lượng cảm nhận và trải nghiệm tổng thể của sản phẩm.,595000,595000,595000.0,595000.0,,,0.0,0.0,0.0,,,"       Chất liệu Polyester, chống thấm nước, vải dày dặn   Khóa số 3 số bảo mật cao   Nội thất rộng rãi, có ngăn lưới phụ và đai chữ X cố định hành lý.   Ngăn kéo khóa mở rộng thêm 5cm   Thẻ t...",,,,,TỔNG HỢP HẢI ĐĂNG,dropship,128.0,5.0,0.0,False,Tiki
T000924,2026-05-13 06:43:17,C00934,Male,25,Hải Phòng,325088010,Eugy Orca 3D Craft Kit,Marketplace,Eugy,2,451506,903012,GBP,2,"Từ góc độ người dùng, sản phẩm chưa đáp ứng được kỳ vọng và trải nghiệm còn hạn chế.",12.99,12.99,451506.0,451506.0,\N,\N,,,,in_stock,True,"Build your own 3D models with this unique collectable. Beautifully detailed yet simplified miniature animal figures with a couple of spoons of cuteness added in! Kids will collect and treasure them. Made from biodegradable card with natural play ink and non-toxic glue. Simply glue the pieces together in numerical sequence, with assembly taking 10-20 minutes.",SingleProduct,Toys,Art & Creativity,\N,,,,,,,Tesco
T000925,2026-09-04 16:12:29,C01659,Male,64,Đà Lạt,263027042,[Lập Trình Nhúng A-Z][G11] Nhíp Nhựa Chống Tĩnh Điện Màu Đen 93303,Root,OEM,5,4000,20000,VND,3,Trải nghiệm của tôi không quá tốt nhưng vẫn đủ để chấp nhận được.,4000,4000,4000.0,4000.0,,,0.0,0.0,0.0,,,"        THÔNG SỐ KỸ THUẬT:   ️ Chiều dài: 115mm   ️ Chất liệu: nhựa PPS và sợi nhựa tổng hợp, có khả năng chống tĩnh điện tốt. Ngoài ra, sản phẩm này còn có khả   năng   kháng từ, chống acid v...",,,,,Lập Trình Nhúng AZ,dropship,91.0,3.0,0.0,False,Tiki
T000926,2025-12-15 15:34:10,C00860,Male,36,TP. Hồ Chí Minh,101145191,Balo dây rút Liên Minh Huyền Thoại League of Legends,Balo nữ,OEM,2,69000,138000,VND,5,Tôi rất hài lòng với trải nghiệm sử dụng sản phẩm vì nó đáp ứng tốt những mong đợi của mình.,69000,69000,69000.0,69000.0,,,0.0,0.0,0.0,,,"KaKiBa Shop chuyên sản xuất các mặt balo in - Nhận in balo, balo dây rút, bóp viết, áo thun, ly, …- Nhận in ảnh cá nhân, những nhân vật hoạt hình như: Ben 10, Siêu nhân, Conan, One Piece, Fairy Tail...",,,,,Kakiba Shop,dropship,839.0,4.0,0.0,False,Tiki
T000927,2026-03-29 14:37:42,C01100,Male,27,Đà Lạt,251405786,"Size lớn- Túi vải đựng giày dép chống bẩn, túi đựng giày du lịch có dây rút",Túi trống,OEM,3,19452,58356,VND,3,"Sản phẩm đáp ứng nhu cầu cơ bản, nhưng chưa tạo được ấn tượng đáng kể.",19452,19452,19452.0,19452.0,,,0.0,0.0,0.0,,,"Túi Vải Đựng Giày Dép Dây Rút Loại Dày- Loài túi dày có kích thước 44 x 32 cm tiện lợi khi mang hay xách tay, tiện lợi mang du lịch hay treo trong tủ- Loại túi trắng mỏng có kích thước 32 * 48cm. ...",,,,,hàng gia dụng PP,dropship,153.0,9.0,0.0,False,Tiki
T000928,2025-12-15 05:09:28,C00538,Male,53,Hải Phòng,155244491,Hộp đựng bàn chải gấu Rilakuma,Phụ kiện vali,OEM,5,14999,74995,VND,4,Tôi có trải nghiệm khá tích cực và sản phẩm đáp ứng tốt nhu cầu của mình.,14999,14999,14999.0,14999.0,,,2.0,1.0,1.0,,,"  shop giao mầu ngẫu nhiên.   Mô tả sản phẩm:   Dùng để bảo vệ bàn chải đánh răng khỏi bụi và bẩn, giữ bàn chải đánh răng luôn sạch sẽ;   Ngoài hộp có in hình gấu, có thể đựng được 2 bàn chải đánh...",,,,,Ssshop Phụ Kiện,dropship,357.0,4.0,0.0,False,Tiki
T000929,2026-01-04 23:56:29,C00082,Female,51,Vũng Tàu,138899360,Túi đựng mỹ phẩm nhựa trong suốt,Túi trống,OEM,4,47000,188000,VND,4,"Trải nghiệm khá tích cực, sản phẩm đáp ứng tốt nhu cầu của tôi.",47000,47000,47000.0,47000.0,,,0.0,0.0,3.0,,,"       Đặc điểm:   ★   Chất liệu PVC: làm bằng chất liệu PVC thân thiện môi trường, tái sử dụng, mềm, bền, không thấm nước và dễ dàng để làm sạch.   ★   Thiết kế trong suốt: Túi trong suốt, ch...",,,,,Khogiadunghuonghuong,dropship,670.0,5.0,0.0,False,Tiki
