Transaction_ID,Customer_ID,Product_ID,Transaction_Date,Quantity,Unit_Price_VND,Revenue,Rating,Customer_Review,Gender,Age,City
T001903,C00293,263025482,2026-08-06 06:27:46,2,1000,2000,4,"Ở góc độ người dùng, tôi hài lòng vì sản phẩm nhìn chung đáp ứng tốt mong đợi.",Female,25,Hải Phòng
T001904,C01574,187009931,2026-07-12 03:47:01,3,500000,1500000,4,"Với trải nghiệm này, sản phẩm hoạt động ổn và mang lại trải nghiệm khá tốt.",Female,55,Huế
T001905,C01502,171510716,2026-04-21 05:35:27,4,6000,24000,3,"Nhìn chung, sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",Male,53,Đà Lạt
T001906,C00698,80047066,2025-12-07 10:50:47,1,75000,75000,1,Trải nghiệm với sản phẩm không được kỳ vọng và khiến tôi cảm thấy thất vọng.,Female,64,Vũng Tàu
T001907,C00726,141901295,2026-05-03 17:29:11,4,49000,196000,4,Tôi có trải nghiệm tích cực và nhìn chung hài lòng với sản phẩm.,Male,60,TP. Hồ Chí Minh
T001908,C01572,71671585,2025-12-10 20:48:44,5,989000,4945000,2,"Ở góc độ người dùng, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",Female,42,Đà Nẵng
T001909,C01918,66906336,2026-07-30 18:12:10,1,69900,69900,5,"Ở góc độ người dùng, trải nghiệm với sản phẩm rất tích cực và khiến tôi hoàn toàn hài lòng.",Male,20,Vũng Tàu
T001910,C00032,179777265,2026-08-21 18:08:56,2,900000,1800000,3,"Với trải nghiệm này, trải nghiệm ở mức bình thường và không có gì quá nổi bật.",Male,62,Đà Lạt
T001911,C00559,168794626,2025-12-17 11:42:18,5,20000,100000,3,"Sản phẩm dùng được, không quá tốt, nhưng cũng không quá tệ.",Female,59,Đà Nẵng
T001912,C00037,138624372,2026-01-23 14:23:49,3,79000,237000,4,"Ở góc độ người dùng, tôi có trải nghiệm tích cực và nhìn chung hài lòng với sản phẩm.",Male,25,Đà Nẵng
T001913,C00728,325086135,2026-07-15 17:38:17,4,3823032,15292128,4,"Ở góc độ người dùng, tôi có trải nghiệm tích cực và nhìn chung hài lòng với sản phẩm.",Female,40,Hải Phòng
T001914,C01554,325087944,2025-11-14 07:18:16,1,451506,451506,3,Sản phẩm ở mức trung bình và nhìn chung vẫn có thể chấp nhận được.,Female,50,TP. Hồ Chí Minh
T001915,C00167,125100641,2026-07-21 06:41:33,2,55000,110000,4,"Với trải nghiệm này, sản phẩm hoạt động ổn và mang lại trải nghiệm khá tốt.",Male,29,Biên Hòa
T001916,C01530,4266309,2026-09-02 17:33:27,1,55000,55000,4,Trải nghiệm của tôi khá tích cực và sản phẩm đáp ứng nhu cầu một cách tốt enough.,Female,49,Hải Phòng
T001917,C01198,135538513,2026-05-07 10:57:05,5,47000,235000,5,Sản phẩm mang lại trải nghiệm tuyệt vời và đáp ứng đúng nhu cầu của tôi.,Male,19,Đà Lạt
T001918,C00244,217168270,2025-09-19 02:25:45,4,39000,156000,1,Tôi cảm thấy rất thất vọng do sản phẩm không đạt mức chất lượng mong muốn.,Female,53,Biên Hòa
T001919,C01691,325087690,2026-01-03 16:23:19,1,347232,347232,4,"Với trải nghiệm này, sản phẩm hoạt động ổn và mang lại trải nghiệm khá tốt.",Male,19,Đà Lạt
T001920,C01345,263026114,2026-08-17 08:55:29,2,1500,3000,5,Tôi rất hài lòng với chất lượng sản phẩm và trải nghiệm sử dụng.,Female,54,Hà Nội
T001921,C01465,188115389,2025-11-13 04:35:22,2,750000,1500000,4,Trải nghiệm của tôi khá tích cực và sản phẩm đáp ứng nhu cầu một cách tốt enough.,Male,46,Hải Phòng
T001922,C00553,325087847,2025-11-07 11:36:52,4,416748,1666992,3,"Trải nghiệm của người dùng ở mức bình thường, không có gì nổi bật.",Male,51,Đà Lạt
T001923,C01954,325088372,2026-04-15 19:10:22,3,938118,2814354,2,"Với trải nghiệm này, trải nghiệm chưa tốt và sản phẩm cần cải thiện thêm để đáp ứng mong đợi.",Male,51,Nha Trang
T001924,C00775,110378136,2025-12-24 08:15:59,4,39000,156000,5,Tôi cảm thấy sản phẩm đáp ứng tốt nhu cầu và mang lại trải nghiệm tuyệt vời.,Male,39,Đà Nẵng
T001925,C01724,86135584,2026-07-25 02:41:17,4,198000,792000,2,"Với trải nghiệm này, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",Female,43,Nha Trang
T001926,C01402,136939956,2025-11-24 18:25:51,2,55000,110000,1,Tôi không hài lòng với trải nghiệm sử dụng sản phẩm.,Female,30,Nha Trang
T001927,C01648,187641381,2025-10-30 16:35:16,5,350000,1750000,3,"Sản phẩm dùng được, không quá tốt, nhưng cũng không quá tệ.",Male,39,Đà Lạt
T001928,C01226,19558387,2026-06-01 17:30:13,1,216000,216000,1,"Ở góc độ người dùng, tôi rất thất vọng vì sản phẩm không đáp ứng được kỳ vọng.",Male,21,Cần Thơ
T001929,C00199,178027501,2026-08-20 11:52:46,3,558000,1674000,4,"Ở góc độ người dùng, sản phẩm hoạt động ổn và mang lại trải nghiệm khá tốt.",Male,52,Đà Lạt
T001930,C01108,76825431,2025-09-28 00:17:18,4,1906000,7624000,1,Tôi cảm thấy rất thất vọng do sản phẩm không đạt mức chất lượng mong muốn.,Male,37,TP. Hồ Chí Minh
T001931,C00909,325088573,2025-11-08 04:29:42,1,1430639,1430639,1,"Với trải nghiệm này, chất lượng cảm nhận chưa đạt yêu cầu và trải nghiệm tổng thể rất tiêu cực.",Male,19,Hà Nội
T001932,C01634,255223163,2025-09-23 18:30:29,1,446000,446000,5,"Ở góc độ người dùng, trải nghiệm với sản phẩm rất tích cực và khiến tôi hoàn toàn hài lòng.",Male,27,Cần Thơ
T001933,C00256,176811934,2026-02-04 03:03:36,4,200000,800000,4,"Trải nghiệm khá tích cực, sản phẩm đáp ứng tốt nhu cầu của tôi.",Male,42,Huế
T001934,C01371,10228867,2026-07-21 19:11:26,5,272700,1363500,5,Tôi rất hài lòng với chất lượng và trải nghiệm tổng thể của sản phẩm.,Female,57,Huế
T001935,C00732,5977505,2026-07-21 04:42:52,4,540000,2160000,1,Chất lượng sản phẩm không đáp ứng yêu cầu và trải nghiệm tổng thể tiêu cực.,Male,64,Huế
T001936,C00036,325086935,2025-12-19 09:40:59,2,3823032,7646064,3,"Sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",Female,28,Đà Nẵng
T001937,C00830,195341625,2026-05-04 16:30:25,5,468000,2340000,3,"Sản phẩm đáp ứng nhu cầu cơ bản, không có gì đặc biệt nổi bật.",Male,33,Biên Hòa
T001938,C01186,263107459,2026-01-21 17:46:07,3,499000,1497000,1,"Với trải nghiệm này, chất lượng cảm nhận chưa đạt yêu cầu và trải nghiệm tổng thể rất tiêu cực.",Male,62,Hà Nội
T001939,C00431,138661470,2025-09-24 03:05:25,3,59000,177000,1,Trải nghiệm với sản phẩm không được kỳ vọng và khiến tôi cảm thấy thất vọng.,Female,45,Hà Nội
T001940,C00178,124274978,2025-11-24 16:05:32,1,46550,46550,2,"Với trải nghiệm này, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",Female,45,Hải Phòng
T001941,C01764,84440323,2025-12-30 01:24:16,4,423000,1692000,2,"Với trải nghiệm này, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",Male,22,Đà Nẵng
T001942,C01217,75580703,2025-10-08 08:23:39,2,229000,458000,5,Tôi rất hài lòng với chất lượng cảm nhận và trải nghiệm tổng thể của sản phẩm.,Male,55,Biên Hòa
T001943,C01034,184816993,2025-11-06 05:28:30,3,289000,867000,2,"Nhìn chung, sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.",Female,32,Nha Trang
T001944,C01663,81992225,2026-07-03 01:18:48,1,290000,290000,4,Sản phẩm hoạt động ổn định và mang lại trải nghiệm khá tốt.,Female,64,Đà Nẵng
T001945,C01413,325088768,2026-02-28 11:38:12,2,6716636,13433272,4,Tôi cảm thấy sản phẩm hoạt động ổn và mang lại trải nghiệm khá tốt.,Female,57,Hải Phòng
T001946,C00857,248641410,2026-04-10 07:28:21,1,349500,349500,3,"Với trải nghiệm này, sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",Male,33,Nha Trang
T001947,C00920,325088082,2025-11-01 03:17:17,3,312474,937422,4,"Ở góc độ người dùng, sản phẩm hoạt động ổn và mang lại trải nghiệm khá tốt.",Male,41,Đà Nẵng
T001948,C01701,139229652,2026-07-04 14:06:14,5,10000,50000,3,"Trải nghiệm của người dùng ở mức trung bình, có thể chấp nhận được.",Male,37,Biên Hòa
T001949,C01888,42974533,2025-10-12 16:24:13,5,38400,192000,3,Trải nghiệm của tôi không quá tốt nhưng vẫn đủ để chấp nhận được.,Female,40,Vũng Tàu
T001950,C01468,252718696,2026-03-21 22:56:02,1,450000,450000,5,"Theo cảm nhận của tôi, trải nghiệm với sản phẩm rất tích cực và khiến tôi hoàn toàn hài lòng.",Male,43,Hải Phòng
T001951,C00970,146944063,2026-03-11 02:13:40,4,263000,1052000,5,"Với trải nghiệm này, tôi rất hài lòng với chất lượng cảm nhận và trải nghiệm tổng thể.",Male,44,TP. Hồ Chí Minh
T001952,C00913,325086882,2026-07-17 03:38:39,2,5213352,10426704,5,Tôi cảm thấy trải nghiệm với sản phẩm là rất tích cực và khiến tôi hoàn toàn hài lòng.,Female,32,Hà Nội
T001953,C00565,149342716,2026-02-05 14:26:52,5,199000,995000,1,Tôi không hài lòng với trải nghiệm sử dụng sản phẩm.,Female,28,Đà Lạt
T001954,C00213,11732082,2026-04-05 07:43:28,5,53900,269500,1,Chất lượng sản phẩm không đáp ứng kỳ vọng và trải nghiệm tiêu cực.,Male,60,TP. Hồ Chí Minh
T001955,C01965,325086159,2026-05-06 13:22:06,1,10427052,10427052,3,"Sản phẩm đáp ứng nhu cầu cơ bản, không có gì đặc biệt nổi bật.",Male,63,Vũng Tàu
T001956,C00705,325088638,2025-10-30 08:27:25,5,22592352,112961760,1,Trải nghiệm với sản phẩm không được kỳ vọng và khiến tôi cảm thấy thất vọng.,Female,62,Nha Trang
T001957,C01666,203150323,2026-03-12 12:59:45,3,299000,897000,1,"Với trải nghiệm này, chất lượng cảm nhận chưa đạt yêu cầu và trải nghiệm tổng thể rất tiêu cực.",Male,64,Huế
T001958,C01925,125100262,2026-04-01 16:07:01,5,35000,175000,4,Tôi cảm thấy sản phẩm đáp ứng tốt các tiêu chí và mang lại trải nghiệm hài lòng.,Female,40,Nha Trang
T001959,C00143,124887395,2025-12-13 00:59:36,5,25000,125000,4,Tôi hài lòng với trải nghiệm này vì sản phẩm đáp ứng tốt các mong đợi của mình.,Female,39,Hà Nội
T001960,C00426,202447868,2026-05-14 21:12:40,2,522000,1044000,5,Sản phẩm đáp ứng rất tốt nhu cầu và mang lại trải nghiệm tuyệt vời.,Female,30,Nha Trang
T001961,C00459,72615258,2025-10-04 20:11:29,3,175000,525000,1,Trải nghiệm với sản phẩm rất tệ và tôi hoàn toàn không hài lòng.,Female,47,Đà Lạt
T001962,C01710,325087044,2026-06-27 10:23:45,1,590538,590538,4,"Trải nghiệm khá tích cực, sản phẩm đáp ứng tốt nhu cầu của tôi.",Female,34,Đà Nẵng
T001963,C01855,102005918,2026-07-19 04:12:16,1,8499,8499,5,"Nhìn chung, tôi rất hài lòng vì sản phẩm đáp ứng rất tốt mong đợi của mình.",Female,56,Huế
T001964,C00203,325087671,2026-09-05 22:10:46,1,764328,764328,5,"Theo cảm nhận của tôi, trải nghiệm với sản phẩm rất tích cực và khiến tôi hoàn toàn hài lòng.",Male,53,Đà Lạt
T001965,C01146,183682633,2026-08-20 16:50:51,4,414000,1656000,5,"Ở góc độ người dùng, tôi rất hài lòng vì sản phẩm đáp ứng rất tốt mong đợi của mình.",Male,38,Cần Thơ
T001966,C00986,170394494,2026-05-31 21:25:18,5,199000,995000,3,"Trải nghiệm không quá tốt, và không có gì nổi bật.",Male,37,Hà Nội
T001967,C00679,23446821,2026-04-08 12:16:39,2,54000,108000,4,"Ở góc độ người dùng, sản phẩm hoạt động ổn và mang lại trải nghiệm khá tốt.",Male,52,Huế
T001968,C01360,145114054,2026-01-13 03:23:54,3,51300,153900,2,"Ở góc độ người dùng, sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.",Male,30,TP. Hồ Chí Minh
T001969,C01931,112099384,2026-03-14 21:15:56,2,62700,125400,1,Sản phẩm không đạt được mong đợi và làm tôi cảm thấy thất vọng.,Female,32,Biên Hòa
T001970,C00933,208178496,2026-05-25 20:22:11,3,455000,1365000,3,"Với trải nghiệm này, sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",Female,21,Đà Lạt
T001971,C00968,253075501,2025-09-30 02:20:42,4,56000,224000,2,Sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.,Female,60,Đà Lạt
T001972,C01554,125100749,2025-10-11 14:56:01,3,65000,195000,4,"Ở góc độ người dùng, tôi có trải nghiệm tích cực và nhìn chung hài lòng với sản phẩm.",Female,50,TP. Hồ Chí Minh
T001973,C00649,113583294,2026-03-23 00:26:05,2,599000,1198000,1,Chất lượng sản phẩm không đáp ứng yêu cầu và trải nghiệm tổng thể tiêu cực.,Female,45,Hải Phòng
T001974,C00301,325084887,2026-08-13 01:23:41,1,903360,903360,5,Sản phẩm đáp ứng đúng nhu cầu và mang lại trải nghiệm tuyệt vời.,Male,29,Biên Hòa
T001975,C01151,12430770,2026-02-20 23:20:38,5,824000,4120000,3,"Nhìn chung, sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",Female,41,Hà Nội
T001976,C00528,325088182,2026-03-02 13:09:29,1,1807068,1807068,5,Tôi cảm thấy sản phẩm đáp ứng tốt nhu cầu và mang lại trải nghiệm tuyệt vời.,Male,33,Biên Hòa
T001977,C00840,325086846,2026-06-11 10:53:31,2,2689922,5379844,1,"Ở góc độ người dùng, tôi rất thất vọng vì sản phẩm không đáp ứng được kỳ vọng.",Female,25,Nha Trang
T001978,C01733,198271153,2025-10-29 22:16:37,4,72000,288000,2,"Ở góc độ người dùng, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",Female,40,Nha Trang
T001979,C01327,161544767,2026-03-27 09:38:12,2,100000,200000,5,"Theo cảm nhận của tôi, tôi rất hài lòng vì sản phẩm đáp ứng rất tốt mong đợi của mình.",Male,41,Huế
T001980,C00389,214160129,2026-06-21 16:03:41,3,99000,297000,5,Tôi cảm thấy sản phẩm đáp ứng đầy đủ nhu cầu và mang lại trải nghiệm tuyệt vời.,Female,62,TP. Hồ Chí Minh
T001981,C01137,108913495,2026-09-06 07:01:34,4,195000,780000,3,Trải nghiệm ở mức bình thường và không có gì quá nổi bật.,Male,47,Đà Lạt
T001982,C01553,78581882,2026-03-09 06:18:02,4,40000,160000,1,"Ở góc độ người dùng, tôi rất thất vọng vì sản phẩm không đáp ứng được kỳ vọng.",Male,45,Cần Thơ
T001983,C01535,131903652,2025-10-16 12:58:59,1,5030000,5030000,2,"Từ góc độ người dùng, sản phẩm chưa đáp ứng được kỳ vọng và trải nghiệm còn hạn chế.",Male,46,Đà Nẵng
T001984,C01102,325086838,2026-09-02 05:46:25,2,3058356,6116712,2,"Ở góc độ người dùng, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",Female,50,Cần Thơ
T001985,C01535,263020014,2025-10-19 09:01:18,1,28000,28000,4,"Sản phẩm hoạt động ổn định và phù hợp với nhu cầu của tôi, tạo ra trải nghiệm khá tốt.",Male,46,Đà Nẵng
T001986,C00581,198787275,2026-01-21 02:17:59,5,70040,350200,3,"Sản phẩm đáp ứng nhu cầu cơ bản, nhưng chưa tạo được ấn tượng đáng kể.",Female,57,Hà Nội
T001987,C01507,325088502,2026-05-12 05:44:34,4,799086,3196344,5,Sản phẩm đáp ứng đúng nhu cầu và mang lại trải nghiệm tuyệt vời.,Female,56,Vũng Tàu
T001988,C00948,142867937,2025-11-14 14:34:17,4,325000,1300000,3,"Theo cảm nhận của tôi, sản phẩm ở mức trung bình và nhìn chung vẫn có thể chấp nhận được.",Male,29,Đà Lạt
T001989,C00531,144482127,2025-10-13 12:12:10,4,120000,480000,1,Trải nghiệm với sản phẩm rất tồi tệ và tôi không hài lòng với kết quả.,Female,30,TP. Hồ Chí Minh
T001990,C00446,72665791,2025-11-06 00:11:27,2,20000,40000,5,Tôi rất hài lòng với trải nghiệm sử dụng sản phẩm vì nó đáp ứng tốt những mong đợi của mình.,Female,60,Hải Phòng
T001991,C01634,325085754,2026-01-02 19:20:05,3,555780,1667340,4,Tôi hài lòng vì sản phẩm đáp ứng được nhu cầu cơ bản và mang lại trải nghiệm tích cực.,Male,27,Cần Thơ
T001992,C00330,99094281,2026-05-18 11:03:38,2,530000,1060000,3,"Sản phẩm đáp ứng nhu cầu cơ bản, không có gì đặc biệt nổi bật.",Female,38,Huế
T001993,C01939,193513052,2026-05-21 20:42:09,1,9000,9000,2,"Ở góc độ người dùng, sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.",Female,57,Nha Trang
T001994,C00260,149710727,2026-05-03 07:59:39,4,29000,116000,5,"Theo cảm nhận của tôi, tôi rất hài lòng vì sản phẩm đáp ứng rất tốt mong đợi của mình.",Male,65,Nha Trang
T001995,C00855,325087466,2026-04-18 23:03:08,5,451506,2257530,5,Tôi cảm thấy sản phẩm đáp ứng đầy đủ nhu cầu và mang lại trải nghiệm tuyệt vời.,Male,52,Vũng Tàu
T001996,C01355,12602820,2026-06-21 13:44:42,5,43000,215000,4,Tôi có trải nghiệm tích cực và hài lòng với sản phẩm.,Male,54,Huế
T001997,C01535,146729790,2026-01-22 06:56:52,2,80000,160000,3,"Theo cảm nhận của tôi, sản phẩm ở mức trung bình và nhìn chung vẫn có thể chấp nhận được.",Male,46,Đà Nẵng
T001998,C01362,149567731,2026-02-12 22:17:10,2,880000,1760000,4,Trải nghiệm của tôi khá tích cực và sản phẩm đáp ứng nhu cầu một cách tốt enough.,Male,19,Đà Lạt
T001999,C01807,325088764,2026-05-08 00:05:44,2,5421900,10843800,2,"Theo cảm nhận của tôi, sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.",Female,61,Vũng Tàu
T002000,C00333,198817962,2026-04-12 01:08:53,4,125000,500000,1,"Ở góc độ người dùng, trải nghiệm với sản phẩm rất tệ và tôi hoàn toàn không hài lòng.",Male,26,Nha Trang
T002001,C00535,149568463,2026-01-10 12:38:46,2,389000,778000,1,Trải nghiệm với sản phẩm không được kỳ vọng và khiến tôi cảm thấy thất vọng.,Female,33,Vũng Tàu
T002002,C00371,192924389,2026-03-13 04:56:03,4,23750,95000,5,Tôi rất hài lòng với chất lượng cảm nhận và trải nghiệm tổng thể của sản phẩm.,Male,32,Hà Nội
T002003,C01219,217386766,2026-04-02 08:04:39,3,87000,261000,5,"Nhìn chung, sản phẩm đáp ứng rất tốt nhu cầu và mang lại trải nghiệm tuyệt vời.",Female,20,Đà Nẵng
T002004,C00853,147708748,2026-05-11 02:59:12,4,59900,239600,2,Sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.,Female,29,Hà Nội
T002005,C00557,110948169,2026-03-04 01:44:54,2,1080000,2160000,5,Tôi cảm thấy trải nghiệm với sản phẩm là rất tích cực và khiến tôi hoàn toàn hài lòng.,Female,64,Nha Trang
T002006,C01483,108154858,2025-10-26 12:24:36,2,74200,148400,3,"Ở góc độ người dùng, sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",Female,62,Vũng Tàu
T002007,C01731,45631168,2026-07-23 00:11:28,3,45100,135300,2,Trải nghiệm chưa tốt và sản phẩm cần cải thiện thêm để đáp ứng mong đợi.,Male,39,Biên Hòa
T002008,C00911,325088709,2026-06-17 13:03:29,3,12721080,38163240,3,"Trải nghiệm của người dùng ở mức trung bình, có thể chấp nhận được.",Female,28,Nha Trang
T002009,C01945,325085170,2025-11-01 10:24:59,3,312474,937422,3,"Sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",Male,62,Huế
T002010,C01733,325088218,2026-08-15 04:36:15,2,590538,1181076,2,"Với trải nghiệm này, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",Female,40,Nha Trang
T002011,C01252,74448095,2026-05-30 06:22:01,2,150000,300000,2,"Với trải nghiệm này, tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.",Male,59,TP. Hồ Chí Minh
T002012,C01413,76202565,2026-05-28 18:58:58,4,54400,217600,2,"Theo cảm nhận của tôi, trải nghiệm chưa tốt và sản phẩm cần cải thiện thêm để đáp ứng mong đợi.",Female,57,Hải Phòng
T002013,C00478,172993600,2026-08-24 20:48:53,2,80000,160000,2,"Nhìn chung, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",Male,57,TP. Hồ Chí Minh
T002014,C00540,91847536,2026-07-13 15:15:07,2,66000,132000,1,"Theo cảm nhận của tôi, sản phẩm không đạt mong đợi và khiến tôi cảm thấy rất thất vọng.",Male,62,Vũng Tàu
T002015,C00977,209414277,2026-04-20 02:49:00,4,282000,1128000,2,"Với trải nghiệm này, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",Male,23,Vũng Tàu
T002016,C00308,325088068,2026-06-24 22:42:53,4,799086,3196344,4,Tôi có trải nghiệm khá tích cực và sản phẩm đáp ứng tốt nhu cầu của mình.,Female,52,Hải Phòng
T002017,C01444,263089723,2026-08-20 02:58:23,1,38000,38000,5,Tôi rất hài lòng với chất lượng và trải nghiệm tổng thể của sản phẩm.,Female,47,Hải Phòng
T002018,C00250,216925886,2025-12-10 12:09:36,4,1339000,5356000,3,"Nhìn chung, sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",Male,22,Đà Lạt
T002019,C00627,80974293,2026-03-04 00:32:32,3,19000,57000,1,"Với trải nghiệm này, sản phẩm không đạt mong đợi và khiến tôi cảm thấy rất thất vọng.",Male,61,Vũng Tàu
T002020,C01785,138623850,2026-03-12 08:47:48,1,69000,69000,3,"Với trải nghiệm này, sản phẩm đáp ứng nhu cầu cơ bản nhưng chưa tạo được nhiều ấn tượng.",Female,57,Huế
T002021,C01107,325087662,2026-08-28 21:36:29,3,521022,1563066,3,"Ở góc độ người dùng, sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",Male,22,Đà Nẵng
T002022,C01427,206667938,2025-12-15 17:42:52,3,748000,2244000,2,"Theo cảm nhận của tôi, trải nghiệm chưa tốt và sản phẩm cần cải thiện thêm để đáp ứng mong đợi.",Female,30,Đà Nẵng
T002023,C00579,325088649,2026-02-25 17:01:19,3,1772310,5316930,2,"Theo cảm nhận của tôi, trải nghiệm chưa tốt và sản phẩm cần cải thiện thêm để đáp ứng mong đợi.",Male,30,Hà Nội
T002024,C00698,3006993,2026-01-27 15:04:17,5,159000,795000,2,"Với trải nghiệm này, trải nghiệm chưa tốt và sản phẩm cần cải thiện thêm để đáp ứng mong đợi.",Female,64,Vũng Tàu
T002025,C01802,325087017,2026-08-05 08:06:22,5,1007634,5038170,4,"Trải nghiệm khá tích cực, sản phẩm đáp ứng tốt nhu cầu của tôi.",Female,37,TP. Hồ Chí Minh
T002026,C01583,217568781,2026-03-13 02:54:58,2,65000,130000,4,"Ở góc độ người dùng, tôi có trải nghiệm tích cực và nhìn chung hài lòng với sản phẩm.",Male,53,TP. Hồ Chí Minh
T002027,C00252,263025589,2026-02-19 20:26:04,3,3000,9000,5,Sản phẩm mang lại trải nghiệm tuyệt vời và đáp ứng đúng nhu cầu của tôi.,Female,62,Cần Thơ
T002028,C00193,214160737,2026-02-26 13:18:16,1,139000,139000,1,Trải nghiệm với sản phẩm không được kỳ vọng và khiến tôi cảm thấy thất vọng.,Male,26,Vũng Tàu
T002029,C01708,151686775,2026-06-28 08:28:53,1,6000,6000,3,"Với trải nghiệm này, sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",Female,25,Đà Lạt
T002030,C00684,122300439,2025-10-24 22:15:51,4,120000,480000,5,Tôi cảm thấy trải nghiệm với sản phẩm là rất tích cực và khiến tôi hoàn toàn hài lòng.,Male,21,Hải Phòng
T002031,C01822,28446180,2026-01-17 09:09:42,4,82000,328000,4,Tôi có trải nghiệm tích cực và cảm thấy hài lòng với sản phẩm.,Male,48,Biên Hòa
T002032,C01190,189657235,2026-03-02 17:43:43,3,485000,1455000,2,"Ở góc độ người dùng, sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.",Female,62,Nha Trang
T002033,C01144,263026197,2026-01-17 08:55:50,1,2900,2900,2,"Trải nghiệm không tốt, sản phẩm cần được cải thiện để đáp ứng kỳ vọng.",Female,47,Đà Nẵng
T002034,C00889,325088498,2026-06-03 07:15:16,4,1668036,6672144,5,Tôi rất hài lòng với chất lượng sản phẩm và trải nghiệm sử dụng.,Male,45,Huế
T002035,C00335,4902377,2025-12-25 23:44:42,1,299000,299000,2,"Với trải nghiệm này, tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.",Male,53,Vũng Tàu
T002036,C00352,116116138,2026-02-10 08:44:18,1,62700,62700,5,"Ở góc độ người dùng, trải nghiệm với sản phẩm rất tích cực và khiến tôi hoàn toàn hài lòng.",Male,57,TP. Hồ Chí Minh
T002037,C01919,92493719,2025-11-16 06:41:52,2,78500,157000,2,Sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.,Male,20,Biên Hòa
T002038,C00919,135537911,2026-06-11 17:38:09,5,16000,80000,2,"Ở góc độ người dùng, tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.",Male,60,Hà Nội
T002039,C00583,139725639,2026-09-11 10:50:38,1,44000,44000,4,"Trải nghiệm tổng thể khá tích cực, sản phẩm đáp ứng tốt nhu cầu của tôi.",Male,60,Đà Lạt
T002040,C01814,194179529,2026-03-21 04:29:49,5,285000,1425000,2,"Ở góc độ người dùng, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",Female,55,Vũng Tàu
T002041,C00053,263025679,2025-10-14 01:43:40,5,18000,90000,2,"Ở góc độ người dùng, tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.",Male,49,Hải Phòng
T002042,C01301,167469970,2025-10-23 10:16:35,4,243000,972000,4,"Ở góc độ người dùng, sản phẩm hoạt động ổn và mang lại trải nghiệm khá tốt.",Female,52,TP. Hồ Chí Minh
T002043,C01242,146945982,2026-08-07 00:40:33,2,250000,500000,4,"Sản phẩm hoạt động ổn định và phù hợp với nhu cầu của tôi, tạo ra trải nghiệm khá tốt.",Female,54,Biên Hòa
T002044,C00777,325086600,2025-10-21 03:39:12,5,451506,2257530,3,"Theo cảm nhận của tôi, sản phẩm ở mức trung bình và nhìn chung vẫn có thể chấp nhận được.",Female,63,Đà Nẵng
T002045,C01933,10707349,2025-10-24 04:58:03,1,149000,149000,5,Trải nghiệm với sản phẩm rất tích cực và tôi cảm thấy rất hạnh phúc với nó.,Male,63,Đà Lạt
T002046,C01512,199682837,2026-03-04 17:22:51,3,1351000,4053000,2,"Từ góc độ người dùng, sản phẩm chưa đáp ứng được kỳ vọng và trải nghiệm còn hạn chế.",Male,26,Hà Nội
T002047,C00023,325088135,2025-10-25 12:02:44,1,3197388,3197388,5,"Nhìn chung, sản phẩm đáp ứng rất tốt nhu cầu và mang lại trải nghiệm tuyệt vời.",Female,23,Huế
